billId,tax,total,date,hour
4152,5.75,23.58,12/14/2018,1:35
4153,6.62,15.21,10/13/2018,21:52
4154,4.0,37.19,03/15/2018,1:51
4155,6.62,11.33,02/05/2018,23:43
4156,6.25,16.96,10/07/2018,18:49
4157,5.75,37.17,02/06/2018,22:27
4158,6.25,16.35,02/28/2018,1:36
4159,6.0,27.41,04/21/2018,16:21
4160,6.25,23.32,06/19/2018,18:9
4161,6.62,18.33,05/05/2018,16:57
4162,6.0,10.73,10/01/2018,16:27
4163,7.25,28.49,08/06/2018,17:46
4164,6.0,14.74,01/02/2018,1:30
4165,4.0,10.96,05/28/2018,18:41
4166,6.0,6.41,05/26/2018,21:23
4167,6.35,31.49,08/17/2018,20:26
4168,6.0,6.41,03/10/2018,17:2
4169,6.0,9.97,03/11/2018,22:21
4170,6.0,42.50,09/12/2018,19:33
4171,6.62,7.35,07/11/2018,20:24
4172,4.0,26.52,09/01/2018,18:2
4173,6.0,25.42,01/15/2018,16:43
4174,7.25,22.78,09/04/2018,0:21
4175,6.25,37.63,11/05/2018,21:33
4176,6.87,16.50,11/06/2018,1:27
4177,6.0,28.67,01/16/2018,0:1
4178,6.0,10.04,01/25/2018,16:11
4179,6.25,23.28,06/06/2018,1:16
4180,4.0,9.20,05/24/2018,17:11
4181,5.3,18.34,04/11/2018,15:31
4182,6.35,30.52,05/08/2018,18:23
4183,6.0,23.50,10/21/2018,23:51
4184,7.0,33.66,12/26/2018,21:1
4185,5.0,15.66,01/14/2018,21:22
4186,6.25,25.06,11/16/2018,22:9
4187,6.35,19.04,06/26/2018,19:6
4188,4.0,27.89,08/18/2018,18:21
4189,4.0,7.61,04/27/2018,21:27
4190,5.0,28.11,07/13/2018,20:49
4191,6.0,26.12,04/12/2018,18:19
4192,4.0,18.46,10/09/2018,19:28
4193,4.0,19.46,02/27/2018,0:37
4194,4.0,34.94,05/04/2018,0:29
4195,6.0,6.31,11/13/2018,21:18
4196,6.0,11.60,06/04/2018,16:44
4197,7.0,24.58,09/23/2018,18:58
4198,4.0,32.15,05/15/2018,20:25
4199,6.0,23.21,07/26/2018,16:21
4200,7.25,21.66,02/16/2018,23:43
4201,6.87,20.38,12/11/2018,19:8
4202,6.62,21.45,11/06/2018,1:47
4203,7.25,36.87,02/25/2018,1:14
4204,6.0,21.97,01/24/2018,1:37
4205,4.0,18.12,06/21/2018,18:56
4206,6.62,36.09,05/08/2018,21:22
4207,5.75,41.54,06/10/2018,17:1
4208,4.75,16.78,10/24/2018,16:52
4209,6.25,27.73,07/04/2018,15:25
4210,6.25,13.83,12/14/2018,23:55
4211,4.0,16.68,03/21/2018,20:16
4212,4.0,14.33,08/27/2018,22:33
4213,4.0,34.07,04/14/2018,1:45
4214,5.75,8.73,08/27/2018,15:34
4215,6.62,8.59,04/16/2018,23:58
4216,6.25,10.81,06/22/2018,16:15
4217,6.0,6.43,08/07/2018,18:32
4218,4.0,22.32,04/12/2018,17:10
4219,6.0,20.39,11/19/2018,20:18
4220,6.25,10.12,02/22/2018,0:6
4221,6.35,17.40,09/06/2018,19:8
4222,4.0,28.02,02/01/2018,21:25
4223,4.75,24.28,09/05/2018,19:49
4224,6.62,10.19,05/25/2018,18:40
4225,4.0,22.47,05/23/2018,1:1
4226,6.0,9.04,12/06/2018,15:33
4227,6.25,31.11,02/09/2018,16:4
4228,6.62,36.05,12/03/2018,15:57
4229,6.25,34.10,02/10/2018,19:30
4230,4.0,22.40,04/14/2018,22:32
4231,5.0,17.58,04/14/2018,16:49
4232,7.25,17.94,09/23/2018,1:50
4233,6.62,7.89,11/13/2018,15:56
4234,6.25,29.14,11/05/2018,18:7
4235,6.25,36.73,04/23/2018,18:38
4236,4.0,23.34,07/15/2018,1:18
4237,4.0,28.52,05/05/2018,1:10
4238,4.0,37.98,07/01/2018,17:21
4239,4.0,22.11,11/11/2018,22:58
4240,6.0,13.06,02/19/2018,16:20
4241,6.62,21.35,10/10/2018,16:38
4242,4.75,14.65,07/09/2018,1:55
4243,6.25,34.35,12/10/2018,21:13
4244,4.0,16.91,02/20/2018,22:15
4245,7.0,6.79,04/24/2018,19:23
4246,6.0,36.58,06/03/2018,23:14
4247,6.0,16.81,03/24/2018,21:3
4248,6.0,35.22,08/08/2018,22:36
4249,6.0,35.56,01/05/2018,19:58
4250,6.0,5.96,04/08/2018,17:28
4251,6.0,8.29,03/28/2018,18:5
4252,6.0,9.43,12/10/2018,21:3
4253,6.0,5.40,10/13/2018,19:49
4254,6.25,15.86,01/11/2018,23:33
4255,4.0,16.90,12/18/2018,0:56
4256,6.0,32.59,03/18/2018,20:18
4257,4.0,17.37,12/09/2018,23:4
4258,6.25,10.71,01/13/2018,22:51
4259,6.25,33.29,07/04/2018,23:49
4260,5.75,34.94,11/23/2018,18:33
4261,6.25,26.34,03/12/2018,17:18
4262,4.75,27.39,03/03/2018,20:53
4263,5.0,34.68,02/16/2018,18:23
4264,6.0,21.31,03/18/2018,23:51
4265,6.0,18.61,12/18/2018,19:34
4266,6.25,11.71,02/18/2018,16:31
4267,6.25,5.46,01/18/2018,18:4
4268,6.25,29.87,06/25/2018,1:35
4269,7.0,16.91,04/12/2018,18:46
4270,6.62,9.64,09/01/2018,20:58
4271,4.0,9.73,05/11/2018,19:45
4272,4.0,23.54,03/28/2018,1:18
4273,4.0,25.33,11/20/2018,16:42
4274,6.25,27.92,03/03/2018,20:43
4275,4.0,31.95,05/27/2018,15:21
4276,6.0,21.43,09/22/2018,15:49
4277,6.25,30.57,04/19/2018,16:29
4278,6.62,37.68,05/25/2018,18:39
4279,6.0,23.17,12/09/2018,23:30
4280,6.87,24.57,08/22/2018,16:32
4281,6.62,28.70,11/13/2018,20:10
4282,4.0,28.63,05/13/2018,23:35
4283,6.62,35.77,07/15/2018,17:48
4284,6.25,6.29,02/03/2018,0:30
4285,5.0,19.61,11/16/2018,16:45
4286,6.0,30.93,06/02/2018,15:40
4287,6.25,5.33,09/04/2018,19:45
4288,6.0,9.77,05/03/2018,0:39
4289,4.0,35.41,07/22/2018,21:25
4290,6.35,10.96,01/14/2018,0:1
4291,6.25,24.87,02/08/2018,22:34
4292,7.0,14.71,11/25/2018,15:14
4293,6.0,19.08,10/21/2018,22:45
4294,6.62,9.49,04/16/2018,16:5
4295,4.0,31.71,12/12/2018,21:30
4296,6.0,22.64,04/17/2018,23:3
4297,6.25,26.08,04/18/2018,22:14
4298,4.0,31.13,07/03/2018,16:32
4299,4.0,34.04,08/17/2018,19:38
4300,6.62,7.80,05/27/2018,17:10
4301,5.75,6.12,04/05/2018,19:28
4302,4.0,9.13,11/13/2018,16:41
4303,6.0,23.28,06/11/2018,18:57
4304,6.0,33.19,01/14/2018,19:25
4305,6.25,35.53,06/17/2018,23:58
4306,6.25,26.57,04/18/2018,1:32
4307,7.0,11.59,04/20/2018,15:57
4308,6.62,22.57,11/18/2018,0:44
4309,4.0,26.78,05/05/2018,0:41
4310,6.62,26.18,06/01/2018,23:57
4311,6.0,38.85,10/08/2018,20:1
4312,5.75,26.98,07/26/2018,21:55
4313,6.62,23.74,06/21/2018,18:52
4314,4.75,16.02,07/25/2018,21:27
4315,4.0,32.82,08/11/2018,18:24
4316,6.25,6.08,10/06/2018,16:31
4317,4.0,16.24,04/25/2018,0:33
4318,6.62,8.30,10/17/2018,1:48
4319,6.0,23.28,02/19/2018,1:50
4320,6.0,14.08,06/23/2018,19:55
4321,6.0,15.96,10/15/2018,22:33
4322,6.62,7.92,12/04/2018,19:52
4323,6.0,10.39,04/17/2018,23:54
4324,6.25,10.04,04/12/2018,1:45
4325,6.0,10.67,11/14/2018,20:25
4326,4.0,29.66,08/09/2018,17:46
4327,6.0,32.25,05/08/2018,1:48
4328,4.0,22.92,02/28/2018,1:57
4329,7.0,27.07,05/17/2018,21:9
4330,6.0,37.65,01/11/2018,0:13
4331,6.62,10.26,05/23/2018,22:49
4332,5.3,15.95,01/25/2018,22:36
4333,4.0,27.35,04/10/2018,19:19
4334,6.25,20.28,08/08/2018,15:45
4335,6.0,9.40,06/24/2018,17:40
4336,6.35,17.89,01/12/2018,21:57
4337,6.0,31.16,04/15/2018,22:21
4338,6.62,17.83,05/14/2018,18:29
4339,4.0,26.62,06/16/2018,1:8
4340,6.87,26.85,04/08/2018,21:51
4341,6.87,6.74,04/21/2018,20:11
4342,6.62,9.64,07/20/2018,19:49
4343,4.0,22.86,10/28/2018,21:41
4344,4.0,15.03,12/19/2018,21:3
4345,6.25,8.88,04/25/2018,16:7
4346,6.0,18.63,03/12/2018,17:52
4347,6.25,10.04,08/13/2018,21:3
4348,6.62,26.72,02/25/2018,21:3
4349,6.0,35.14,05/11/2018,17:38
4350,6.0,10.85,01/13/2018,22:11
4351,6.25,25.14,02/24/2018,1:9
4352,6.0,36.38,09/20/2018,19:44
4353,5.75,37.65,05/04/2018,15:42
4354,6.25,32.02,07/13/2018,23:5
4355,4.0,34.03,06/03/2018,0:32
4356,6.25,23.24,02/20/2018,15:3
4357,6.35,30.00,07/20/2018,20:44
4358,6.62,28.86,12/12/2018,21:41
4359,6.0,25.02,08/18/2018,20:11
4360,6.62,11.45,05/17/2018,15:26
4361,6.0,9.51,02/26/2018,20:40
4362,6.0,19.98,05/12/2018,22:8
4363,4.0,20.07,07/26/2018,16:18
4364,6.0,20.56,03/08/2018,21:38
4365,6.62,8.01,06/04/2018,18:2
4366,6.25,34.12,07/02/2018,21:48
4367,6.62,25.23,06/24/2018,22:24
4368,4.0,36.73,07/14/2018,22:13
4369,6.25,7.30,05/16/2018,17:34
4370,4.75,7.59,10/05/2018,19:43
4371,4.0,26.02,11/06/2018,22:4
4372,6.0,33.18,01/04/2018,21:5
4373,4.0,18.47,04/21/2018,19:3
4374,4.0,20.53,11/01/2018,20:11
4375,6.0,30.93,07/24/2018,16:9
4376,6.0,29.10,05/02/2018,16:34
4377,6.25,29.09,06/19/2018,15:53
4378,4.0,5.47,06/09/2018,16:24
4379,4.0,24.46,12/15/2018,17:50
4380,6.0,38.94,12/25/2018,22:10
4381,6.0,30.44,04/06/2018,1:56
4382,4.75,6.53,12/11/2018,0:12
4383,6.0,20.31,09/03/2018,23:57
4384,6.0,25.79,12/22/2018,19:39
4385,5.75,26.91,10/28/2018,20:12
4386,4.0,28.64,04/01/2018,20:31
4387,6.0,16.48,02/18/2018,15:24
4388,5.75,17.46,11/09/2018,15:22
4389,6.25,31.97,11/20/2018,0:42
4390,6.25,32.30,01/08/2018,21:51
4391,5.75,39.23,12/21/2018,0:55
4392,6.0,36.79,11/12/2018,22:2
4393,4.0,9.28,12/09/2018,17:7
4394,6.25,18.25,04/21/2018,20:44
4395,4.0,33.34,10/23/2018,21:15
4396,6.25,10.32,04/18/2018,0:42
4397,6.62,16.71,08/11/2018,23:15
4398,6.35,16.63,10/25/2018,15:33
4399,5.75,10.08,10/09/2018,18:26
4400,6.62,32.79,09/25/2018,21:37
4401,6.25,30.95,01/22/2018,20:49
4402,6.0,32.53,02/28/2018,15:13
4403,4.0,30.63,12/25/2018,19:51
4404,4.75,6.97,10/20/2018,1:58
4405,5.75,36.79,06/04/2018,1:49
4406,6.62,17.21,01/09/2018,16:48
4407,6.62,9.16,06/10/2018,1:30
4408,4.75,9.28,09/13/2018,16:43
4409,5.75,20.95,03/26/2018,17:9
4410,6.62,27.27,04/12/2018,1:8
4411,6.0,14.20,11/06/2018,18:59
4412,6.0,14.06,12/25/2018,23:11
4413,6.35,30.20,04/27/2018,16:15
4414,4.0,13.50,04/10/2018,1:50
4415,4.0,30.04,01/15/2018,17:2
4416,6.25,8.77,02/23/2018,19:2
4417,5.0,7.47,02/13/2018,19:13
4418,4.0,20.08,08/06/2018,23:43
4419,6.0,8.66,04/20/2018,1:36
4420,6.87,42.80,08/08/2018,16:46
4421,6.25,28.64,08/21/2018,15:54
4422,4.75,19.72,10/22/2018,18:27
4423,4.0,11.35,06/07/2018,17:37
4424,6.87,23.00,04/23/2018,16:56
4425,6.0,9.73,03/01/2018,1:24
4426,4.0,11.19,12/24/2018,20:9
4427,6.0,20.03,07/01/2018,22:8
4428,6.87,14.95,09/24/2018,15:37
4429,6.25,14.45,01/18/2018,1:22
4430,5.3,36.08,03/04/2018,0:58
4431,6.25,30.26,11/03/2018,20:54
4432,4.0,35.25,06/03/2018,15:22
4433,7.25,18.37,04/22/2018,22:47
4434,6.0,28.11,04/10/2018,22:22
4435,4.75,36.05,11/09/2018,21:45
4436,5.75,15.44,06/25/2018,16:6
4437,6.0,8.06,02/15/2018,15:42
4438,6.25,37.29,05/19/2018,20:50
4439,6.25,11.07,11/10/2018,23:46
4440,6.0,22.98,11/26/2018,23:10
4441,4.75,33.06,07/15/2018,20:14
4442,6.0,37.75,12/03/2018,23:40
4443,6.25,17.23,06/23/2018,16:26
4444,6.0,32.27,09/16/2018,20:11
4445,6.0,25.80,05/02/2018,1:18
4446,4.0,17.44,07/05/2018,16:38
4447,6.62,17.75,06/19/2018,0:23
4448,4.0,27.66,05/11/2018,0:44
4449,4.0,9.20,05/10/2018,1:56
4450,6.25,36.20,04/11/2018,19:39
4451,4.75,24.27,01/15/2018,15:43
4452,6.62,31.84,08/23/2018,0:43
4453,4.0,26.22,12/22/2018,17:7
4454,4.75,29.21,01/25/2018,23:3
4455,4.0,6.86,04/24/2018,18:52
4456,6.0,21.31,02/17/2018,0:35
4457,6.0,15.65,10/11/2018,16:1
4458,4.0,25.33,03/09/2018,1:47
4459,6.0,36.59,04/12/2018,0:16
4460,6.25,34.59,12/13/2018,19:50
4461,4.0,10.71,04/02/2018,23:53
4462,4.0,12.69,07/04/2018,19:51
4463,7.0,14.08,08/20/2018,18:14
4464,4.75,5.36,08/12/2018,17:54
4465,6.0,32.35,03/09/2018,22:48
4466,6.0,13.02,08/17/2018,16:57
4467,6.0,19.13,01/18/2018,23:57
4468,6.25,5.33,04/03/2018,18:3
4469,4.75,7.30,01/19/2018,15:21
4470,6.0,6.42,07/27/2018,15:41
4471,4.0,38.03,02/11/2018,23:33
4472,4.0,34.34,07/23/2018,21:2
4473,6.0,7.09,01/17/2018,23:17
4474,6.0,32.89,10/06/2018,1:19
4475,4.75,14.91,03/04/2018,0:22
4476,4.0,40.48,11/05/2018,18:16
4477,4.0,19.73,08/10/2018,21:21
4478,6.25,41.99,09/24/2018,22:18
4479,6.0,30.70,07/09/2018,18:47
4480,6.25,26.83,05/25/2018,0:23
4481,6.0,26.01,02/27/2018,20:35
4482,6.25,6.32,10/23/2018,17:7
4483,6.25,37.30,05/11/2018,18:34
4484,6.0,17.49,04/15/2018,16:39
4485,4.75,31.28,04/05/2018,1:11
4486,6.0,27.11,12/25/2018,1:52
4487,6.25,7.70,04/20/2018,20:51
4488,6.25,8.64,08/12/2018,19:7
4489,6.62,15.93,09/17/2018,1:57
4490,6.25,26.40,09/16/2018,22:53
4491,6.87,22.42,10/03/2018,1:34
4492,6.62,19.46,12/18/2018,1:38
4493,6.0,8.68,06/13/2018,15:23
4494,4.0,23.63,09/17/2018,20:59
4495,6.0,7.97,04/19/2018,19:49
4496,6.0,15.85,12/11/2018,21:30
4497,4.0,9.06,04/24/2018,15:14
4498,6.62,16.92,08/27/2018,18:32
4499,6.0,33.97,09/03/2018,17:48
4500,4.0,17.08,06/25/2018,22:52
4501,5.3,5.52,02/22/2018,20:44
4502,4.0,30.38,03/10/2018,23:32
4503,4.75,37.56,05/21/2018,20:29
4504,4.0,24.23,02/08/2018,15:26
4505,5.3,7.87,01/17/2018,22:20
4506,6.0,9.20,04/18/2018,15:33
4507,6.0,8.06,06/07/2018,19:38
4508,6.25,36.89,03/04/2018,1:25
4509,6.25,37.63,08/11/2018,16:30
4510,6.25,6.26,03/22/2018,17:27
4511,6.62,35.25,03/06/2018,21:2
4512,7.0,17.42,05/14/2018,16:9
4513,5.75,16.73,07/02/2018,16:44
4514,5.75,7.24,10/19/2018,1:49
4515,6.0,25.28,12/07/2018,18:51
4516,6.0,34.03,01/05/2018,23:39
4517,4.0,14.97,01/06/2018,22:46
4518,6.62,9.61,01/23/2018,23:56
4519,6.0,10.38,01/16/2018,18:2
4520,4.0,33.05,06/06/2018,21:25
4521,6.0,5.84,03/08/2018,0:35
4522,5.0,14.71,06/19/2018,17:47
4523,7.25,10.88,08/17/2018,19:7
4524,6.62,20.27,06/08/2018,21:44
4525,6.25,35.68,06/23/2018,21:32
4526,4.0,11.27,08/09/2018,18:32
4527,6.25,26.53,04/07/2018,22:14
4528,6.62,11.11,08/24/2018,16:44
4529,4.0,30.12,03/12/2018,18:55
4530,6.0,13.72,07/24/2018,19:27
4531,7.0,8.60,10/25/2018,17:17
4532,6.62,41.30,08/20/2018,1:57
4533,7.25,17.27,06/15/2018,16:46
4534,4.0,29.79,03/10/2018,18:59
4535,4.0,15.60,12/28/2018,15:32
4536,5.3,30.92,03/09/2018,18:5
4537,6.0,18.49,12/23/2018,21:26
4538,6.25,9.40,09/13/2018,20:21
4539,6.25,23.99,09/22/2018,15:59
4540,6.0,29.53,06/05/2018,21:41
4541,6.0,10.25,12/13/2018,23:27
4542,6.0,8.28,04/18/2018,18:22
4543,5.75,33.24,01/09/2018,16:57
4544,6.87,28.28,11/24/2018,18:32
4545,6.0,22.83,06/09/2018,0:3
4546,6.0,35.25,11/28/2018,15:29
4547,6.0,20.28,12/11/2018,19:46
4548,5.75,13.98,06/27/2018,15:47
4549,6.35,17.27,07/11/2018,23:56
4550,4.0,25.38,05/24/2018,19:25
4551,6.62,27.98,08/02/2018,1:40
4552,5.3,18.30,08/06/2018,16:24
4553,6.62,21.11,07/15/2018,23:12
4554,5.75,7.32,10/06/2018,20:19
4555,6.62,28.46,03/02/2018,16:7
4556,6.0,11.32,07/02/2018,19:36
4557,6.0,22.71,02/25/2018,1:30
4558,6.0,7.14,04/19/2018,16:21
4559,7.0,35.70,08/14/2018,18:40
4560,4.0,10.99,10/06/2018,19:47
4561,4.0,16.31,04/08/2018,21:18
4562,6.0,11.99,11/12/2018,22:51
4563,6.25,11.61,08/25/2018,20:26
4564,7.25,22.16,11/09/2018,16:37
4565,4.0,19.21,05/18/2018,1:52
4566,6.62,38.70,01/11/2018,18:42
4567,6.25,10.43,11/06/2018,19:21
4568,5.75,14.02,08/01/2018,19:28
4569,6.25,29.23,10/18/2018,19:46
4570,6.0,26.91,09/07/2018,22:50
4571,4.0,28.42,07/21/2018,20:24
4572,6.0,35.83,06/09/2018,0:43
4573,6.62,30.93,02/14/2018,15:14
4574,6.0,13.02,08/08/2018,22:39
4575,6.62,8.89,05/05/2018,19:20
4576,6.35,27.80,02/21/2018,0:23
4577,5.75,30.84,04/17/2018,20:50
4578,6.25,33.34,11/02/2018,17:11
4579,6.62,19.11,06/11/2018,21:13
4580,4.0,17.71,09/10/2018,15:23
4581,6.0,9.67,02/18/2018,1:45
4582,4.0,5.51,06/27/2018,19:3
4583,6.0,25.77,06/12/2018,17:40
4584,4.0,9.21,12/13/2018,19:25
4585,4.0,30.71,08/02/2018,21:46
4586,7.0,26.62,04/08/2018,20:36
4587,6.87,43.28,11/15/2018,22:14
4588,4.0,19.40,10/05/2018,17:18
4589,6.0,15.37,05/01/2018,22:41
4590,4.0,11.21,03/21/2018,22:59
4591,4.0,19.25,07/27/2018,19:53
4592,5.75,26.69,12/14/2018,23:24
4593,7.25,17.37,07/06/2018,17:58
4594,6.0,17.36,02/05/2018,23:25
4595,6.0,25.77,11/21/2018,18:8
4596,6.25,31.90,10/04/2018,0:49
4597,5.75,18.13,08/24/2018,17:29
4598,6.25,26.27,03/08/2018,0:18
4599,6.0,15.70,05/28/2018,19:7
4600,6.25,21.33,09/21/2018,18:14
4601,6.25,25.44,01/18/2018,15:37
4602,6.0,8.84,08/08/2018,23:3
4603,4.0,5.60,06/16/2018,22:47
4604,4.0,28.22,06/12/2018,16:25
4605,6.62,32.04,11/24/2018,15:22
4606,7.25,24.49,04/04/2018,23:31
4607,6.0,16.22,09/03/2018,16:8
4608,4.0,32.84,05/28/2018,19:19
4609,4.0,27.01,01/13/2018,21:56
4610,7.0,42.92,05/08/2018,1:11
4611,6.25,21.98,06/09/2018,1:17
4612,7.0,38.84,07/21/2018,17:30
4613,5.0,9.01,12/13/2018,15:47
4614,4.0,6.62,03/10/2018,22:51
4615,4.0,32.83,05/26/2018,18:22
4616,4.0,16.66,03/19/2018,15:56
4617,6.25,28.01,05/18/2018,18:44
4618,6.62,39.58,05/08/2018,17:59
4619,7.0,38.11,02/21/2018,0:46
4620,7.0,12.50,11/02/2018,1:54
4621,6.62,18.71,05/04/2018,22:49
4622,4.0,5.52,06/02/2018,22:55
4623,6.0,33.01,04/03/2018,18:16
4624,4.0,13.47,01/09/2018,22:13
4625,4.0,20.61,01/03/2018,23:38
4626,6.62,30.00,07/11/2018,21:38
4627,6.0,30.62,08/17/2018,15:24
4628,4.0,35.74,09/09/2018,15:44
4629,5.3,10.48,07/02/2018,23:27
4630,4.0,30.84,03/07/2018,1:56
4631,6.0,16.68,09/21/2018,17:24
4632,6.0,27.25,04/05/2018,17:56
4633,6.87,30.62,05/18/2018,17:49
4634,6.25,35.15,01/14/2018,16:33
4635,6.0,12.48,04/24/2018,1:37
4636,4.0,32.02,02/13/2018,18:13
4637,4.0,8.14,09/04/2018,0:32
4638,4.75,7.07,10/01/2018,17:31
4639,6.87,19.59,01/11/2018,19:49
4640,6.0,7.14,03/19/2018,17:11
4641,6.35,29.41,09/03/2018,22:13
4642,4.0,14.40,04/28/2018,19:27
4643,4.0,11.64,04/27/2018,23:22
4644,6.25,31.42,11/09/2018,20:6
4645,7.0,21.85,01/16/2018,22:33
4646,5.3,33.69,01/27/2018,1:20
4647,6.0,37.21,06/12/2018,15:37
4648,5.3,25.71,04/15/2018,20:27
4649,6.0,21.14,11/21/2018,19:47
4650,6.0,28.73,01/16/2018,18:24
4651,6.25,15.84,10/07/2018,18:31
4652,6.0,7.38,12/03/2018,22:2
4653,5.0,32.67,02/26/2018,19:1
4654,6.0,8.29,05/27/2018,18:14
4655,6.0,21.97,04/22/2018,15:36
4656,6.0,39.59,07/03/2018,20:33
4657,6.62,6.42,10/13/2018,0:46
4658,7.0,6.79,08/10/2018,16:6
4659,6.0,30.33,02/15/2018,21:35
4660,6.62,13.50,03/19/2018,16:4
4661,6.0,9.51,02/01/2018,1:34
4662,7.0,29.44,06/23/2018,23:27
4663,6.0,21.02,11/06/2018,20:25
4664,6.25,24.86,04/24/2018,23:26
4665,7.25,15.85,02/23/2018,1:50
4666,6.0,27.59,04/24/2018,21:30
4667,6.62,9.39,11/19/2018,15:35
4668,6.0,15.77,01/09/2018,23:6
4669,6.0,6.69,09/09/2018,15:3
4670,6.0,6.08,03/03/2018,1:11
4671,4.0,9.47,05/23/2018,22:20
4672,6.0,14.87,06/18/2018,17:21
4673,6.62,6.42,06/20/2018,1:32
4674,4.75,18.36,02/19/2018,0:46
4675,6.0,9.61,08/08/2018,20:37
4676,6.0,10.15,11/08/2018,0:44
4677,6.0,18.01,09/04/2018,18:57
4678,6.35,5.80,12/08/2018,22:46
4679,4.0,20.65,03/23/2018,1:47
4680,6.0,22.34,09/14/2018,19:12
4681,4.0,15.02,07/10/2018,18:56
4682,4.0,30.84,01/05/2018,15:4
4683,4.0,24.26,07/15/2018,15:41
4684,4.0,28.77,12/10/2018,19:42
4685,6.0,20.35,11/02/2018,0:7
4686,6.62,23.03,11/14/2018,18:15
4687,6.0,16.68,03/13/2018,21:10
4688,6.0,18.09,02/28/2018,0:34
4689,6.62,24.36,12/20/2018,22:13
4690,6.62,14.76,04/14/2018,0:55
4691,4.75,20.74,08/20/2018,19:32
4692,7.0,11.20,10/25/2018,18:10
4693,6.62,33.41,03/17/2018,21:27
4694,6.62,15.16,03/03/2018,20:51
4695,6.0,24.16,11/13/2018,20:48
4696,4.0,18.90,10/06/2018,19:26
4697,4.0,13.34,06/18/2018,23:59
4698,6.0,12.00,09/15/2018,15:24
4699,4.0,11.82,01/22/2018,16:51
4700,4.0,16.05,11/10/2018,0:13
4701,6.0,29.49,11/10/2018,0:3
4702,7.25,9.45,04/10/2018,21:36
4703,4.0,34.41,06/22/2018,20:47
4704,4.0,15.50,08/15/2018,16:30
4705,6.25,28.77,05/06/2018,19:24
4706,6.0,23.72,12/24/2018,1:16
4707,6.25,35.28,05/22/2018,23:19
4708,6.25,25.11,07/24/2018,0:12
4709,6.0,24.24,06/22/2018,18:44
4710,6.0,38.59,09/16/2018,1:37
4711,6.0,19.51,09/24/2018,19:33
4712,7.0,40.70,04/14/2018,23:19
4713,4.0,30.63,12/14/2018,0:35
4714,4.0,7.37,01/07/2018,0:43
4715,6.0,18.62,06/20/2018,21:8
4716,6.0,33.35,08/25/2018,16:1
4717,6.0,16.78,06/20/2018,21:5
4718,4.75,17.08,06/27/2018,15:25
4719,4.0,36.16,06/02/2018,17:28
4720,6.25,15.10,01/11/2018,21:43
4721,6.0,15.24,01/17/2018,0:21
4722,6.0,17.42,12/14/2018,18:42
4723,5.75,37.47,11/16/2018,18:6
4724,6.25,21.91,02/23/2018,0:28
4725,5.75,26.04,08/08/2018,17:46
4726,6.0,27.01,10/09/2018,20:26
4727,4.0,6.77,07/07/2018,19:37
4728,6.0,33.85,10/13/2018,1:39
4729,7.0,38.26,03/11/2018,23:25
4730,4.0,25.94,02/01/2018,22:56
4731,6.35,14.42,03/24/2018,15:22
4732,6.0,6.53,12/23/2018,18:11
4733,4.0,32.65,05/24/2018,15:5
4734,6.0,32.50,09/10/2018,0:9
4735,4.0,23.21,02/12/2018,18:52
4736,6.0,5.71,07/14/2018,15:18
4737,6.25,21.87,06/25/2018,21:13
4738,7.0,19.92,06/01/2018,23:14
4739,5.75,13.10,08/01/2018,22:51
4740,4.0,9.48,12/05/2018,21:47
4741,6.25,10.35,05/15/2018,20:16
4742,6.62,22.16,10/27/2018,0:48
4743,6.0,17.26,09/02/2018,18:6
4744,4.0,9.93,01/23/2018,15:2
4745,6.0,15.70,10/02/2018,23:9
4746,6.0,15.55,11/28/2018,20:15
4747,6.0,23.49,09/05/2018,0:17
4748,6.0,19.60,09/01/2018,21:48
4749,5.3,28.47,08/24/2018,18:55
4750,4.0,22.82,04/20/2018,22:34
4751,6.0,11.08,06/24/2018,20:22
4752,4.75,34.67,09/04/2018,22:54
4753,6.35,20.92,06/22/2018,1:37
4754,6.0,10.25,05/12/2018,21:21
4755,5.0,18.78,02/05/2018,17:52
4756,5.0,14.63,10/05/2018,23:10
4757,6.25,23.09,06/04/2018,1:16
4758,6.0,19.80,06/23/2018,23:52
4759,4.0,15.23,06/15/2018,15:16
4760,6.0,22.31,07/18/2018,20:46
4761,6.25,18.41,07/13/2018,21:42
4762,7.0,29.47,08/28/2018,16:56
4763,6.35,28.76,07/11/2018,20:51
4764,6.0,39.77,02/19/2018,1:32
4765,6.35,9.52,07/07/2018,18:23
4766,6.0,6.65,09/17/2018,20:8
4767,6.0,7.52,12/26/2018,16:31
4768,6.0,36.45,04/09/2018,23:24
4769,6.0,10.80,01/21/2018,20:46
4770,5.75,5.29,07/23/2018,22:24
4771,7.0,11.22,09/23/2018,23:29
4772,5.75,17.79,05/14/2018,17:32
4773,7.25,21.42,05/13/2018,15:15
4774,6.62,7.72,01/03/2018,15:59
4775,6.62,11.96,10/17/2018,17:25
4776,6.62,27.84,01/13/2018,1:32
4777,6.62,7.69,03/20/2018,23:59
4778,4.0,6.52,10/17/2018,16:5
4779,6.62,7.44,01/18/2018,21:57
4780,6.87,34.58,05/22/2018,16:15
4781,6.0,10.48,02/12/2018,22:37
4782,4.0,15.05,10/13/2018,21:59
4783,4.0,10.82,02/23/2018,21:24
4784,6.25,18.42,09/21/2018,19:36
4785,6.87,24.92,10/16/2018,15:11
4786,4.0,22.38,09/04/2018,19:32
